City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,ambovombe,-25.1667,46.0833,28.74,39,3,2.93,MG,1693818000
269,queenstown,-31.8976,26.8753,27.2,14,0,9.51,ZA,1693483200
270,okhotsk,59.3833,143.3,19.02,78,15,2.18,RU,1693450800
271,chardara,41.2547,67.9692,29.29,21,0,2.28,KZ,1693656000
272,nepean,45.3449,-75.7631,31.11,46,69,2.81,CA,1693861200
273,abepura,-2.6333,140.5833,30.83,60,71,1.66,ID,1693796400
274,abalak,58.1286,68.5944,19.02,57,8,3.52,RU,1693645200
275,berdigestyakh,62.0989,126.6992,25.95,39,78,4.1,RU,1693461600
276,tanumah,27.1,44.1333,41.79,6,0,4.82,SA,1693828800
277,bac lieu,9.285,105.7244,31.13,71,99,7.95,VN,1693461600
278,kavieng,-2.5744,150.7967,28.78,72,42,4.38,PG,1693872000
279,klyuchi,52.2667,79.1667,25.59,25,100,6.09,RU,1693731600
280,camana,-16.6228,-72.7111,21.64,62,82,1.82,PE,1693764000
281,neiafu,-18.65,-173.9833,25.51,67,35,9.84,TO,1693450800
282,codrington,-38.2667,141.9667,17.61,58,0,6.92,AU,1693710000
283,banamba,13.55,-7.45,34.01,46,56,1.92,ML,1693666800
284,ajaccio,42.0,8.9167,30.15,27,91,0.98,FR,1693828800
285,crane,31.3974,-102.3501,37.82,13,0,7.86,US,1693861200
286,aykhal,66.0,111.5,12.32,45,78,4.77,RU,1693720800
287,mar del plata,-38.0023,-57.5575,13.9,77,100,5.1,AR,1693591200
288,mananjary,-21.2167,48.3333,24.83,62,0,2.87,MG,1693645200
289,shahrak,34.1074,64.3052,28.84,14,29,5.06,AF,1693472400
290,junin de los andes,-39.9504,-71.0694,7.43,62,36,5.9,AR,1693850400
291,inarajan village,13.2736,144.7484,29.36,73,89,4.23,GU,1693710000
292,palikir - national government center,6.9248,158.1611,29.07,76,100,0.34,FM,1693450800
293,khalkhal,37.6189,48.5258,28.47,25,0,3.52,IR,1693828800
294,murzuq,25.9155,13.9184,42.45,9,3,5.2,LY,1693494000
295,krasnyy chikoy,50.3643,108.7512,25.8,42,98,1.29,RU,1693548000
296,pandan,14.0453,124.1694,32.29,63,72,6.67,PH,1693461600
297,myeik,12.4333,98.6,29.47,75,93,3.15,MM,1693461600
298,saint-philippe,-21.3585,55.7679,23.54,76,19,7.13,RE,1693645200
299,chibougamau,49.9168,-74.3659,26.86,49,39,3.93,CA,1693850400
300,stary krym,45.0333,35.1,29.98,45,1,3.95,UA,1693483200
301,taoudenni,22.6783,-3.9836,45.32,9,9,3.99,ML,1693666800
302,betioky,-23.7167,44.3833,35.58,19,27,0.55,MG,1693818000
303,san clemente del tuyu,-36.3569,-56.7235,13.34,49,74,1.69,AR,1693504800
304,yanchep,-31.55,115.6833,27.16,44,0,1.28,AU,1693461600
305,karratha,-20.7377,116.8463,31.26,20,6,4.79,AU,1693461600
306,jiuquan,39.7432,98.5174,34.11,8,69,6.35,CN,1693731600
307,grand forks,47.9417,-97.4337,42.31,10,3,11.89,US,1693861200
308,kuusamo,65.9667,29.1833,17.21,81,99,3.4,FI,1693645200
309,taroa,8.7058,171.2275,28.82,71,59,0.61,MH,1693548000
310,bathsheba,13.2167,-59.5167,30.23,69,75,7.2,BB,1693850400
311,lata,40.1629,-8.3327,30.21,27,47,2.62,PT,1693483200
312,bati,11.1833,40.0167,29.21,31,6,2.62,ET,1693828800
313,new river,33.9159,-112.136,39.69,20,3,3.24,US,1693450800
314,weno,7.4515,151.8468,31.0,78,83,6.62,FM,1693450800
315,saipan,15.1355,145.701,29.12,74,100,3.56,MP,1693731600
316,dalandzadgad,43.5708,104.425,31.15,12,2,5.96,MN,1693818000
317,puerto penasco,31.3167,-113.5333,33.02,70,15,9.22,MX,1693450800
318,zamania,25.4333,83.5667,38.12,36,0,6.5,IN,1693645200
319,pitimbu,-7.4706,-34.8086,27.82,60,45,5.16,BR,1693666800
320,flin flon,54.7682,-101.865,30.9,26,2,6.91,CA,1693688400
321,sarmiento,-45.5882,-69.07,12.03,45,66,11.42,AR,1693515600
322,marsh harbour,26.5412,-77.0636,30.76,73,100,6.47,BS,1693504800
323,santiago de cao,-7.9589,-79.2392,22.2,74,17,6.15,PE,1693591200
324,moshkovo,55.3053,83.6104,28.06,36,98,5.05,RU,1693472400
325,huron,41.1501,-82.5499,30.96,63,7,4.46,US,1693861200
326,igarka,67.4667,86.5833,15.74,44,89,3.78,RU,1693558800
327,lazaro cardenas,17.9583,-102.2,32.21,61,65,1.13,MX,1693764000
328,champerico,14.3,-91.9167,30.85,68,92,4.58,GT,1693515600
329,nadym,65.5333,72.5167,17.41,32,97,6.18,RU,1693558800
330,turpan,42.9333,89.1667,41.74,11,33,2.54,CN,1693731600
331,constitucion,-35.3333,-72.4167,15.32,64,98,2.39,CL,1693677600
332,patra,38.2444,21.7344,32.07,34,2,3.77,GR,1693828800
333,nuku'alofa,-21.1333,-175.2,26.19,65,40,8.6,TO,1693440000
334,caarapo,-22.6342,-54.8222,38.11,22,68,7.75,BR,1693677600
335,port augusta,-32.5,137.7667,25.59,21,1,10.05,AU,1693720800
336,colonia,50.9333,6.95,28.52,41,95,1.37,DE,1693839600
337,quetta,30.199,67.0097,33.86,12,0,4.46,PK,1693558800
338,tevriz,57.509,72.4042,20.96,40,9,4.62,RU,1693472400
339,minot,48.2325,-101.2963,38.01,16,3,5.99,US,1693688400
340,punta arenas,-53.15,-70.9167,5.91,50,43,4.6,CL,1693850400
341,loango,-4.6719,11.8312,24.79,74,84,3.96,CG,1693569600
342,ulsteinvik,62.3432,5.8487,15.45,75,3,3.85,NO,1693483200
343,sanctuary point,-35.1114,150.629,23.83,41,20,3.31,AU,1693872000
344,nguti,5.3299,9.4185,31.64,56,86,1.31,CM,1693483200
345,fale old settlement,-9.3852,-171.2468,28.7,74,49,6.28,TK,1693440000
346,kosice,48.6667,21.3333,27.44,39,16,3.95,SK,1693656000
347,wulingyuan,29.3494,110.5441,30.82,41,1,2.7,CN,1693548000
348,sievi,63.9,24.5,19.08,60,68,5.37,FI,1693828800
349,egilsstadir,65.2653,-14.3948,16.28,52,56,5.07,IS,1693580400
350,nouadhibou,20.931,-17.0347,25.99,65,68,4.76,MR,1693440000
351,ormara,25.2088,64.6357,27.2,78,52,6.85,PK,1693472400
352,karasu,41.071,30.7854,30.72,43,4,3.05,TR,1693472400
353,bhilwara,25.35,74.6333,34.17,36,14,2.31,IN,1693558800
354,narok,-1.0783,35.8601,25.33,40,35,3.81,KE,1693558800
355,blackwater,-23.5833,148.8833,29.0,44,0,2.6,AU,1693461600
356,zastron,-30.3023,27.084,26.33,11,94,10.75,ZA,1693828800
357,banff,51.1762,-115.5698,22.3,38,2,1.88,CA,1693602000
358,izhevsk,56.85,53.2333,21.86,39,55,1.9,RU,1693828800
359,mount gambier,-37.8333,140.7667,19.14,50,0,4.87,AU,1693720800
360,suva,-18.1416,178.4415,29.05,63,48,2.49,FJ,1693612800
361,san antonio de pale,-1.4014,5.6325,24.45,80,58,4.9,GQ,1693569600
362,brigantine,39.4101,-74.3646,27.02,67,5,3.96,US,1693850400
363,wellington,-41.2866,174.7756,14.15,72,100,2.68,NZ,1693872000
364,port-vila,-17.7338,168.3219,27.78,78,75,5.48,VU,1693440000
365,les anglais,18.3054,-74.2197,32.16,63,100,5.73,HT,1693504800
366,kodinsk,58.6881,99.1844,22.15,46,39,3.54,RU,1693548000
367,mata-utu,-13.2816,-176.1745,27.7,71,80,7.89,WF,1693591200
368,bonthe,7.5264,-12.505,29.14,67,79,2.52,SL,1693483200
369,sarai naurang,32.8259,70.7814,41.03,20,0,2.81,PK,1693656000
370,filadelfia,39.9523,-75.1638,36.46,29,4,2.81,US,1693861200
371,youssoufia,32.2463,-8.5294,32.74,22,8,4.38,MA,1693494000
372,guerrero negro,27.9769,-114.0611,31.27,49,20,4.27,MX,1693515600
373,port saint john's,-31.6229,29.5448,28.23,33,0,3.31,ZA,1693472400
374,rumonge,-3.9736,29.4386,30.76,41,18,2.54,BI,1693731600
375,porto novo,6.4965,2.6036,28.92,68,99,5.2,BJ,1693483200
376,tual,-5.6667,132.75,25.28,85,86,7.57,ID,1693742400
377,motueka,-41.1333,173.0167,15.31,51,99,0.88,NZ,1693710000
378,whangarei,-35.7317,174.3239,19.02,58,60,2.46,NZ,1693785600
379,borogontsy,62.6683,131.1683,26.37,44,62,3.96,RU,1693461600
380,wajir,1.7471,40.0573,34.66,27,49,8.38,KE,1693656000
381,baotou,40.6522,109.8222,30.51,22,0,5.07,CN,1693818000
382,antonina,-25.4286,-48.7119,36.6,39,82,1.67,BR,1693850400
383,margate,51.3813,1.3862,20.04,78,73,5.69,GB,1693839600
384,xining,36.6167,101.7667,27.34,24,83,5.91,CN,1693818000
385,nova xavantina,-14.6667,-52.35,40.49,16,86,3.85,BR,1693850400
386,jayapura,-2.5333,140.7,28.94,68,62,3.15,ID,1693796400
387,rampura,30.25,75.2333,41.26,21,0,3.98,IN,1693558800
388,laguna,38.421,-121.4238,34.37,16,24,4.32,US,1693515600
389,churapcha,62.0025,132.4325,26.51,40,16,4.56,RU,1693461600
390,jaru,-10.4389,-62.4664,42.86,17,26,2.33,BR,1693850400
391,bireun,5.203,96.7009,30.57,68,92,3.32,ID,1693461600
392,sheridan,44.8333,-106.9173,34.11,14,100,4.11,US,1693602000
393,carlsbad,33.1581,-117.3506,26.38,69,4,2.47,US,1693450800
394,molinella,44.6213,11.6686,31.34,30,87,3.06,IT,1693753200
395,myanaung,18.2833,95.3167,32.69,58,69,2.42,MM,1693548000
396,kolonia town,6.964,158.206,29.06,79,100,1.24,FM,1693440000
397,san luis de la loma,17.2706,-100.8939,31.34,68,19,3.5,MX,1693688400
398,severobaykal'sk,55.65,109.3167,17.68,63,80,1.26,RU,1693461600
399,kwang binh,17.4833,106.6,33.98,50,62,6.44,VN,1693720800
400,vedaraniyam,10.3667,79.85,29.92,71,84,5.13,IN,1693472400
401,guarapari,-20.6667,-40.4975,27.81,55,62,7.29,BR,1693839600
402,alausi,-2.2,-78.8333,17.54,56,49,3.21,EC,1693504800
403,mashi,12.9784,7.9529,34.83,37,81,2.52,NG,1693494000
404,ustka,54.5805,16.8619,19.53,73,5,7.73,PL,1693828800
405,brokopondo,4.75,-55.1667,34.36,40,0,1.64,SR,1693850400
406,piti village,13.4626,144.6933,29.68,73,97,4.18,GU,1693710000
407,olovyannaya,50.95,115.5667,28.43,18,86,4.17,RU,1693548000
408,trevelin,-43.0858,-71.4639,7.3,76,97,3.98,AR,1693504800
409,pipar,26.3856,73.5378,35.63,34,0,4.84,IN,1693558800
410,pimenta bueno,-11.6725,-61.1936,42.85,16,21,2.45,BR,1693850400
411,nema,57.5067,50.5011,22.27,42,23,1.63,RU,1693742400
412,shizunai-furukawacho,42.3339,142.3669,25.52,80,99,5.22,JP,1693796400
413,mount isa,-20.7333,139.5,31.32,13,46,0.83,AU,1693807200
414,yeed,4.55,43.0333,34.97,27,12,8.92,SO,1693483200
415,maine soroa,13.2114,12.0241,37.33,31,39,1.37,NE,1693494000
416,olinda,-8.0089,-34.8553,27.71,59,44,4.48,BR,1693666800
417,nago,26.5881,127.9761,30.94,77,34,5.29,JP,1693450800
418,nishinoomote,30.7333,131.0,28.54,79,93,6.9,JP,1693548000
419,rawlins,41.7911,-107.2387,28.0,11,12,4.98,US,1693526400
420,chiavenna,46.3216,9.3986,29.0,47,84,1.54,IT,1693742400
421,pampas,-12.4,-74.9,19.74,37,30,4.24,PE,1693504800
422,dehui,44.5333,125.7,26.92,61,3,5.48,CN,1693634400
423,panaba,21.2833,-88.2667,36.3,40,99,5.96,MX,1693602000
424,babayevo,59.3936,35.9371,26.1,43,64,4.49,RU,1693569600
425,pizhou,34.3114,117.9503,29.81,55,49,3.73,CN,1693634400
426,pratt,37.6439,-98.7376,38.45,14,0,6.93,US,1693688400
427,floro,61.5996,5.0328,15.24,72,0,3.3,NO,1693472400
428,tobelo,1.7284,128.0095,29.71,63,95,3.1,ID,1693710000
429,sinabang,2.4803,96.3801,28.0,81,95,2.18,ID,1693450800
430,omutninsk,58.67,52.1932,21.04,40,41,1.8,RU,1693742400
431,mount pearl,47.5166,-52.7813,22.08,53,17,4.42,CA,1693764000
432,vernon,50.2581,-119.2691,30.9,22,36,1.69,CA,1693699200
433,lospalos,-8.5186,127.0025,26.72,51,6,5.34,TL,1693537200
434,nongstoin,25.5167,91.2667,27.47,63,28,1.49,IN,1693807200
435,usinsk,65.9939,57.5281,19.15,53,85,2.16,RU,1693569600
436,tindouf,27.6711,-8.1474,39.03,10,12,2.99,DZ,1693580400
437,yuzhno-kurilsk,44.0306,145.8556,23.04,85,69,7.23,RU,1693537200
438,kalat,29.0225,66.5916,31.55,14,0,6.65,PK,1693558800
439,bamboo flat,11.7,92.7167,28.3,83,92,7.8,IN,1693461600
440,inyonga,-6.7167,32.0667,34.18,20,32,2.38,TZ,1693742400
441,magdagachi,53.45,125.8,25.61,37,91,2.19,RU,1693548000
442,gwanda,-20.9333,29.0,33.7,11,19,4.19,ZW,1693742400
443,awjilah,29.1081,21.2869,38.24,19,0,4.57,LY,1693666800
444,revelstoke,50.9832,-118.2023,29.23,31,20,1.63,CA,1693688400
445,ketchikan,55.3422,-131.6461,19.21,64,89,2.96,US,1693612800
446,chumphon,10.3333,98.8333,29.28,70,98,4.42,TH,1693461600
447,sao joao da barra,-21.6403,-41.0511,25.94,62,29,6.74,BR,1693839600
448,port blair,11.6667,92.75,28.22,83,92,7.87,IN,1693461600
449,arkalyk,50.2486,66.9114,17.62,52,76,5.64,KZ,1693828800
450,aldinga beach,-35.2793,138.4604,19.34,39,47,9.74,AU,1693742400
451,kupjansk,49.7209,37.5998,33.43,15,73,4.27,UA,1693569600
452,caleta de carquin,-11.0925,-77.6267,22.5,70,63,5.38,PE,1693764000
453,akkol',48.7833,53.2,27.25,24,9,5.34,KZ,1693656000
454,barmer,25.75,71.3833,36.41,30,8,7.13,IN,1693558800
455,la rinconada,37.4873,-5.9826,35.96,19,3,3.48,ES,1693494000
456,puerto lempira,15.2667,-83.7667,32.82,60,26,4.76,HN,1693504800
457,mana,5.6592,-53.7767,31.4,58,4,5.73,GF,1693753200
458,fukuecho,32.6881,128.8419,27.71,84,46,9.49,JP,1693796400
459,negombo,7.2083,79.8358,27.9,82,75,5.62,LK,1693461600
460,al artawiyah,26.5053,45.3444,41.59,7,0,5.59,SA,1693828800
461,tromso,69.6496,18.957,16.68,66,57,1.7,NO,1693483200
462,baidoa,3.1138,43.6498,33.87,25,0,7.91,SO,1693828800
463,gilgit,35.9221,74.3087,33.92,24,5,1.48,PK,1693569600
464,stavern,59.0,10.0333,20.64,64,11,8.43,NO,1693839600
465,egersund,58.4513,5.9997,18.93,57,6,6.58,NO,1693569600
466,tubarjal,30.4999,38.216,40.14,11,0,5.76,SA,1693828800
467,machico,32.7,-16.7667,25.11,72,88,5.09,PT,1693656000
468,fortuna,40.5982,-124.1573,21.71,57,2,3.46,US,1693774800
469,nysa,50.4738,17.3344,23.6,43,0,2.79,PL,1693839600
470,fountain,38.6822,-104.7008,34.05,13,9,5.25,US,1693602000
471,shelbyville,35.4834,-86.4603,32.85,39,99,1.59,US,1693861200
472,tadmur,34.5608,38.2805,37.08,15,0,5.84,SY,1693569600
473,chegdomyn,51.1167,133.0167,23.5,53,94,5.53,RU,1693634400
474,jaswantnagar,26.8786,78.9028,38.53,29,0,6.15,IN,1693645200
475,kourou,5.1552,-52.6478,32.08,55,23,3.74,GF,1693494000
476,antsiranana,-12.2787,49.2917,28.79,47,11,8.7,MG,1693558800
477,kaiama,9.6225,3.9481,28.81,69,97,2.01,NG,1693494000
478,kulhudhuffushi,6.6221,73.07,28.38,73,100,5.76,MV,1693818000
479,dese,11.1333,39.6333,21.11,51,15,3.16,ET,1693828800
480,dawei,14.0833,98.2,29.84,75,89,2.97,MM,1693461600
481,prince albert,53.2001,-105.7677,31.0,26,79,6.84,CA,1693688400
482,lensk,60.7253,114.9278,22.54,49,42,4.76,RU,1693472400
483,imbituba,-28.24,-48.6703,23.08,60,0,2.48,BR,1693494000
484,cururupu,-1.8283,-44.8683,31.53,52,3,4.73,BR,1693753200
485,kruisfontein,-34.0033,24.7314,27.76,25,48,4.92,ZA,1693472400
486,elverum,60.8819,11.5623,23.96,48,45,6.1,NO,1693828800
487,sabang,5.8933,95.3214,28.61,76,97,10.01,ID,1693472400
488,papao,-17.75,-149.55,27.82,75,94,5.37,PF,1693440000
489,buckhannon,38.994,-80.232,33.05,33,5,2.84,US,1693861200
490,happy valley-goose bay,53.3168,-60.3315,28.22,48,68,5.03,CA,1693850400
491,kavaratti,10.5669,72.642,28.3,77,99,6.59,IN,1693569600
492,castillos,-34.1667,-53.8333,19.46,69,69,6.12,UY,1693591200
493,angaur state,6.906,134.13,28.68,73,87,3.14,PW,1693818000
494,muroto-misakicho,33.2833,134.15,28.82,73,23,5.42,JP,1693720800
495,el granada,37.5027,-122.4694,22.62,61,0,3.38,US,1693450800
496,esfarayen,37.0765,57.5101,30.07,11,0,5.88,IR,1693656000
497,dhidhdhoo,6.8833,73.1,28.32,76,100,7.28,MV,1693537200
498,road town,18.4167,-64.6167,30.02,74,75,6.97,VG,1693440000
499,san jose de feliciano,-30.3845,-58.7517,26.92,38,6,4.26,AR,1693504800
500,petauke,-14.2426,31.3253,33.69,12,0,3.46,ZM,1693828800
501,andovoranto,-18.95,49.1,24.77,60,66,2.53,MG,1693645200
502,shenjiamen,29.9576,122.298,28.58,77,30,5.52,CN,1693710000
503,vorkuta,67.5,64.0,18.23,44,22,1.16,RU,1693569600
504,alaghsas,17.0187,8.0168,37.68,29,16,4.56,NE,1693753200
505,wainwright,52.839,-110.8572,28.06,23,100,5.7,CA,1693688400
506,quang ngai,15.1167,108.8,34.7,47,5,4.05,VN,1693634400
507,teknaf,20.8624,92.3058,30.13,71,71,3.71,BD,1693807200
508,laojunmiao,39.8333,97.7333,29.17,14,26,5.32,CN,1693818000
509,baicheng,45.6167,122.8167,30.29,34,0,5.01,CN,1693634400
510,salzwedel,52.85,11.15,26.69,38,30,1.28,DE,1693839600
511,birjand,32.8663,59.2211,35.46,10,11,3.23,IR,1693472400
512,trenggalek,-8.05,111.7167,29.75,49,26,4.66,ID,1693634400
513,ma'an,26.9775,110.7211,30.28,53,11,5.54,CN,1693548000
514,waingapu,-9.6567,120.2641,29.95,44,25,6.88,ID,1693634400
515,ad dilam,23.9915,47.1627,42.99,8,2,5.16,SA,1693656000
516,zhangye,38.9342,100.4517,36.28,10,99,4.85,CN,1693818000
517,cidreira,-30.1811,-50.2056,21.73,58,1,2.44,BR,1693494000
518,xinyuan,37.3,99.0,19.05,25,40,4.05,CN,1693731600
519,steamboat springs,40.485,-106.8317,30.52,11,1,7.97,US,1693515600
520,vila franca do campo,37.7167,-25.4333,26.04,67,63,0.95,PT,1693580400
521,panambi,-28.2925,-53.5017,27.16,76,89,5.13,BR,1693764000
522,colares,38.7992,-9.4469,21.19,78,30,7.84,PT,1693483200
523,maumere,-8.6199,122.2111,27.83,49,19,1.56,ID,1693537200
524,coahuayana de hidalgo,18.7,-103.6583,33.5,59,74,2.36,MX,1693764000
525,vulcanesti,45.6842,28.4028,32.96,22,4,0.33,MD,1693742400
526,hadibu,12.65,54.0333,29.99,59,7,6.91,YE,1693483200
527,novyye lyady,58.0536,56.6039,19.83,41,43,1.83,RU,1693731600
528,bafoulabe,13.8065,-10.8321,34.64,52,14,2.25,ML,1693666800
529,souillac,-20.5167,57.5167,24.83,65,7,7.82,MU,1693645200
530,kenai,60.5544,-151.2583,14.48,76,88,1.96,US,1693526400
531,san lawrenz,36.0553,14.204,25.5,59,0,0.36,MT,1693580400
532,west bay,19.3667,-81.4167,29.97,74,65,3.6,KY,1693515600
533,huarmey,-10.0681,-78.1522,23.03,72,52,4.57,PE,1693591200
534,ostrowiec swietokrzyski,50.9294,21.3853,23.24,40,42,3.86,PL,1693742400
535,kununurra,-15.7667,128.7333,35.7,15,15,5.66,AU,1693461600
536,caorle,45.5966,12.8758,28.4,57,100,1.33,IT,1693753200
537,gracanica,44.7033,18.3097,31.23,28,68,1.76,BA,1693753200
538,whitefish,48.4111,-114.3376,27.45,30,61,5.05,US,1693699200
